Date;AAPL;AMZN;DIS;FB;JPM;MCD;NFLX;PG
25.11.2019;265.74;1773.84;148.8;199.79;129.31;189.48;315.55;119.8
26.11.2019;263.66;1796.94;150.74;198.97;129.48;191.57;312.49;121.54
27.11.2019;267.21;1818.51;150.58;202;129.87;193.84;315.93;121.04
29.11.2019;266.62;1800.8;150.68;201.64;129.57;193.27;314.66;121.34
02.12.2019;263.53;1781.6;149.72;199.7;129.29;193.97;309.99;122
03.12.2019;258.84;1769.96;147.7;198.82;127.62;191.92;306.16;122.22
04.12.2019;261.12;1760.69;147.4;198.71;130.15;193.1;304.32;123.79
05.12.2019;264.95;1740.48;146.56;199.36;130.85;193;302.86;123.88
06.12.2019;270.07;1751.6;146.78;201.05;132.8;194.14;307.35;123.46
09.12.2019;266.29;1749.42;145.34;201.34;132.18;193.47;302.5;124.13
10.12.2019;267.84;1739.21;145.23;200.87;132.27;193.74;293.12;123.54
11.12.2019;270.13;1748.72;146.71;202.26;131.95;193.51;298.93;123.92
12.12.2019;270.82;1760.33;146.88;196.75;135.73;195.09;298.44;123.83
13.12.2019;274.5;1760.94;146.38;194.11;134.54;195.89;298.5;124.73
16.12.2019;279.2;1769.21;148.46;197.92;135.06;196.65;304.21;124.82
17.12.2019;279.75;1790.66;147.73;198.39;135.89;195.3;315.48;124.57
18.12.2019;279.08;1784.03;146.26;202.5;135.75;194.41;320.8;123.28
19.12.2019;279.36;1792.28;146.15;206.06;135.07;195.83;332.22;124.18
20.12.2019;278.78;1786.5;146.88;206.3;134.96;195.91;336.9;124.62
23.12.2019;283.33;1793;144.68;206.18;134.92;194.98;333.1;124.16
24.12.2019;283.6;1789.21;145.29;205.12;135.29;195.45;333.2;124.48
26.12.2019;289.22;1868.77;145.7;207.79;136.73;195.83;332.63;124.48
27.12.2019;289.11;1869.8;145.75;208.1;136.83;196.94;329.09;125.35
30.12.2019;290.83;1846.89;143.77;204.41;136.33;195.69;323.31;123.73
31.12.2019;292.95;1847.84;144.63;205.25;137.09;196.38;323.57;124.16
